16530
elif item == self.music_list[0]: self.music_thread('https://www.youtube.com/watch?v=-oAMQNxxM0k') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[1]: self.music_thread('https://www.youtube.com/watch?v=G0wjfcufRDk') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[2]: self.music_thread('https://www.youtube.com/watch?v=IMQQbW33Vv0') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[3]: self.music_thread('https://www.youtube.com/watch?v=leQ5P_1pNB8') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[4]: self.music_thread('https://youtu.be/VSAVsstaj4E') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[5]: self.music_thread('https://www.youtube.com/watch?v=Q33ftKGy3vk') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[6]: self.music_thread('https://www.youtube.com/watch?v=QTQhNI9NNQw') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[7]: self.music_thread('https://www.youtube.com/watch?v=r39Sufgf7Pc') self.btn_start.clicked.connect(self.game_start_norm)
elif item == self.music_list[8]: self.music_thread('https://www.youtube.com/watch?v=VatHIJh4O0M') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[9]: self.music_thread('https://www.youtube.com/watch?v=FMIqLQR0CYI') self.btn_start.clicked.connect(self.game_start_hard)
