16688
elif item == self.music_list[0]: self.music_thread('https://www.youtube.com/watch?v=Plc5V1ANWtE') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[1]: self.music_thread('https://www.youtube.com/watch?v=QKcJa8dKg_A') self.btn_start.clicked.connect(self.game_start_easy)
elif item == self.music_list[2]: self.music_thread('https://www.youtube.com/watch?v=Px_TaS30Cb0') self.btn_start.clicked.connect(self.game_start_norm)
elif item == self.music_list[3]: self.music_thread('https://www.youtube.com/watch?v=W4EHYKFQvns') self.btn_start.clicked.connect(self.game_start_easy)
elif item == self.music_list[4]: self.music_thread('https://www.youtube.com/watch?v=dGERGbN7VYg') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[5]: self.music_thread('https://www.youtube.com/watch?v=QgU5CVZQoEs') self.btn_start.clicked.connect(self.game_start_easy)
elif item == self.music_list[6]: self.music_thread('https://www.youtube.com/watch?v=ZtcM3KhgF-s') self.btn_start.clicked.connect(self.game_start_hard)
elif item == self.music_list[7]: self.music_thread('https://www.youtube.com/watch?v=eV1KawA_5Q0') self.btn_start.clicked.connect(self.game_start_easy)
elif item == self.music_list[8]: self.music_thread('https://youtu.be/UmC0cfwSKks') self.btn_start.clicked.connect(self.game_start_norm)
elif item == self.music_list[9]: self.music_thread('https://www.youtube.com/watch?v=nD5ferh1_eE') self.btn_start.clicked.connect(self.game_start_norm)
